"","race","classtype","yearssmall","hsgrad","g4math","g4reading"
"4012",2,2,0,NA,NA,NA
"4013",1,2,0,1,719,745
"4014",1,2,0,1,712,784
"4015",1,3,0,1,647,719
"4016",1,2,0,NA,NA,NA
"4017",1,1,1,NA,NA,NA
"4018",1,2,0,1,NA,NA
"4019",1,3,0,NA,NA,NA
"4020",1,2,0,NA,NA,NA
"4021",1,1,1,1,NA,NA
"4022",1,2,0,1,716,761
"4023",1,2,0,1,758,755
"4024",1,3,0,1,706,708
"4025",1,2,0,NA,758,747
"4026",1,2,0,NA,NA,NA
"4027",1,3,2,1,702,745
"4028",1,3,0,NA,NA,NA
"4029",1,1,2,NA,NA,NA
"4030",1,2,0,1,707,706
"4031",1,2,0,1,NA,NA
"4032",1,1,4,NA,736,782
"4033",1,1,1,1,NA,NA
"4034",2,1,1,NA,NA,NA
"4035",1,3,0,NA,NA,NA
"4036",1,2,0,NA,NA,NA
"4037",1,2,0,NA,715,692
"4038",6,2,0,NA,NA,NA
"4039",1,2,0,NA,NA,NA
"4040",1,3,0,NA,NA,NA
"4041",1,3,0,1,NA,NA
"4042",1,1,3,NA,NA,NA
"4043",1,2,0,1,NA,NA
"4044",1,3,0,1,NA,NA
"4045",1,3,0,NA,NA,NA
"4046",1,2,0,1,NA,NA
"4047",1,2,0,1,637,722
"4048",1,3,0,NA,675,559
"4049",1,2,0,1,NA,NA
"4050",2,3,0,1,722,698
"4051",1,3,0,0,671,714
"4052",1,1,3,0,NA,NA
"4053",1,1,1,NA,NA,NA
"4054",1,3,0,1,741,742
"4055",1,2,1,NA,664,686
"4056",1,1,1,1,NA,NA
"4057",1,3,0,1,NA,NA
"4058",1,2,0,1,NA,NA
"4059",1,1,2,NA,NA,NA
"4060",1,3,0,1,NA,NA
"4061",1,3,0,NA,758,771
"4062",1,2,0,1,NA,NA
"4063",1,3,0,1,734,745
"4064",1,2,0,1,NA,NA
"4065",1,1,4,NA,728,760
"4066",1,1,1,NA,NA,NA
"4067",1,1,4,1,711,710
"4068",1,2,0,1,758,716
"4069",1,1,2,1,NA,NA
"4070",1,3,0,1,758,702
"4071",1,1,1,NA,NA,NA
"4072",1,3,0,1,682,707
"4073",1,2,0,0,NA,NA
"4074",1,2,0,1,NA,NA
"4075",1,3,0,NA,NA,NA
"4076",1,3,1,0,NA,NA
"4077",1,3,0,NA,NA,NA
"4078",1,3,0,NA,NA,NA
"4079",1,1,3,1,716,745
"4080",1,1,4,1,747,NA
"4081",1,1,3,1,NA,NA
"4082",1,1,4,1,NA,NA
"4083",1,1,4,1,NA,NA
"4084",1,2,0,1,668,741
"4085",1,3,0,1,695,700
"4086",1,3,0,NA,697,725
"4087",1,1,4,1,673,690
"4088",1,3,0,0,697,645
"4089",1,3,0,1,717,735
"4090",1,3,0,NA,NA,NA
"4091",1,1,4,1,703,729
"4092",1,3,0,NA,758,711
"4093",1,2,0,NA,NA,NA
"4094",1,1,1,NA,NA,NA
"4095",1,3,0,1,678,738
"4096",1,2,0,NA,732,740
"4097",1,2,3,1,758,724
"4098",1,1,3,NA,NA,NA
"4099",1,2,0,NA,691,836
"4100",1,2,0,NA,NA,NA
"4101",1,3,0,NA,724,763
"4102",1,3,0,NA,742,721
"4103",1,2,0,NA,NA,NA
"4104",1,3,2,NA,712,836
"4105",2,1,1,NA,NA,NA
"4106",1,3,0,NA,NA,NA
"4107",1,1,2,1,NA,NA
"4108",1,3,0,1,707,728
"4109",1,2,3,1,758,760
"4110",1,3,0,NA,678,710
"4111",1,2,3,1,NA,NA
"4112",1,1,4,NA,684,784
"4113",1,1,1,0,NA,NA
"4114",1,2,0,1,NA,NA
"4115",1,3,0,1,706,698
"4116",1,1,4,NA,718,734
"4117",1,1,4,NA,714,748
"4118",1,1,4,NA,752,771
"4119",1,2,0,NA,NA,NA
"4120",1,3,0,NA,698,677
"4121",1,3,1,1,NA,NA
"4122",1,2,0,NA,675,714
"4123",1,2,0,1,654,700
"4124",1,1,1,1,NA,NA
"4125",1,2,0,NA,NA,NA
"4126",1,3,0,NA,NA,NA
"4127",1,1,1,NA,NA,NA
"4128",1,1,4,1,666,836
"4129",1,3,0,NA,710,712
"4130",1,2,0,1,722,728
"4131",1,2,0,1,628,604
"4132",1,3,0,1,NA,NA
"4133",1,2,0,NA,NA,NA
"4134",2,3,0,NA,NA,NA
"4135",1,1,1,0,NA,NA
"4136",2,2,0,NA,NA,NA
"4137",1,3,0,1,740,761
"4138",1,1,2,1,NA,NA
"4139",1,2,0,NA,715,738
"4140",1,3,0,0,675,693
"4141",1,2,0,0,NA,NA
"4142",1,2,0,1,723,794
"4143",1,3,0,1,682,771
"4144",2,3,0,1,758,740
"4145",1,3,0,1,NA,NA
"4146",1,1,4,1,703,735
"4147",2,3,0,NA,669,705
"4148",1,1,1,NA,NA,NA
"4149",1,1,1,1,NA,NA
"4150",1,2,0,0,NA,NA
"4151",1,3,0,1,655,686
"4152",1,1,1,1,703,714
"4153",1,2,0,0,NA,NA
"4154",1,2,0,0,NA,NA
"4155",1,1,3,NA,NA,NA
"4156",1,3,0,1,738,760
"4157",1,1,1,NA,NA,NA
"4158",1,2,0,NA,NA,NA
"4159",1,2,0,1,NA,NA
"4160",1,3,0,NA,NA,NA
"4161",2,3,0,NA,NA,NA
"4162",1,2,0,1,658,689
"4163",2,2,3,1,NA,NA
"4164",1,2,0,NA,NA,NA
"4165",1,1,4,NA,NA,NA
"4166",1,3,0,1,NA,673
"4167",2,3,0,1,NA,NA
"4168",1,1,4,NA,665,721
"4169",1,1,1,NA,NA,NA
"4170",1,1,3,NA,NA,NA
"4171",2,1,1,NA,NA,NA
"4172",1,2,0,1,NA,NA
"4173",1,3,0,1,670,684
"4174",1,1,3,1,NA,NA
"4175",1,2,0,NA,NA,NA
"4176",1,3,0,NA,727,703
"4177",2,1,4,1,NA,NA
"4178",1,1,1,NA,NA,NA
"4179",2,1,1,NA,NA,NA
"4180",2,3,0,0,NA,NA
"4181",1,2,0,1,647,710
"4182",2,2,0,NA,NA,NA
"4183",1,3,0,NA,NA,NA
"4184",1,3,0,NA,719,741
"4185",1,2,0,1,NA,NA
"4186",2,3,0,NA,NA,NA
"4187",1,3,0,NA,NA,NA
"4188",2,2,3,NA,659,626
"4189",1,3,0,1,624,686
"4190",1,2,0,0,688,719
"4191",2,3,0,NA,487,642
"4192",1,1,1,NA,NA,NA
"4193",1,2,0,NA,NA,NA
"4194",1,2,0,0,NA,NA
"4195",1,2,0,1,693,692
"4196",1,2,0,1,708,731
"4197",1,2,0,NA,NA,NA
"4198",1,3,0,1,683,725
"4199",1,1,4,NA,718,836
"4200",1,2,0,1,693,725
"4201",1,1,4,1,689,713
"4202",1,1,4,NA,757,726
"4203",1,1,4,1,704,700
"4204",1,1,4,1,758,717
"4205",1,2,0,NA,NA,NA
"4206",1,2,1,1,675,720
"4207",1,1,4,NA,662,724
"4208",1,2,0,1,749,738
"4209",1,1,4,1,694,684
"4210",1,3,0,1,690,734
"4211",1,3,0,NA,710,729
"4212",1,3,0,NA,NA,NA
"4213",1,1,4,1,686,698
"4214",1,1,1,NA,NA,NA
"4215",1,2,0,1,767,699
"4216",2,1,2,0,NA,NA
"4217",1,2,0,1,744,734
"4218",1,2,2,1,NA,NA
"4219",1,3,0,NA,NA,NA
"4220",1,3,0,1,NA,NA
"4221",1,2,0,1,NA,NA
"4222",1,1,1,NA,NA,NA
"4223",1,1,4,1,696,703
"4224",1,2,0,1,NA,NA
"4225",1,3,0,NA,NA,NA
"4226",1,1,4,NA,700,794
"4227",1,2,0,NA,NA,NA
"4228",1,2,0,NA,648,683
"4229",1,2,0,NA,NA,NA
"4230",1,1,2,1,NA,NA
"4231",1,1,4,1,728,782
"4232",1,1,1,1,714,784
"4233",2,1,4,1,689,693
"4234",2,2,0,NA,NA,NA
"4235",1,3,0,1,821,719
"4236",2,1,1,NA,NA,NA
"4237",1,1,1,NA,NA,NA
"4238",1,1,4,1,717,770
"4239",1,2,0,NA,672,554
"4240",1,2,0,NA,NA,NA
"4241",1,2,1,1,696,707
"4242",1,2,0,NA,758,741
"4243",1,2,0,1,758,739
"4244",1,2,0,1,NA,NA
"4245",1,1,4,1,663,706
"4246",1,2,0,1,725,711
"4247",1,1,4,1,773,836
"4248",1,2,0,NA,NA,NA
"4249",1,1,4,1,701,752
"4250",1,2,0,1,NA,NA
"4251",1,3,0,1,NA,NA
"4252",1,3,0,1,725,760
"4253",1,1,4,1,692,760
"4254",1,2,3,1,715,746
"4255",1,1,2,NA,NA,NA
"4256",1,3,0,NA,NA,NA
"4257",1,2,0,1,695,722
"4258",1,2,0,NA,702,731
"4259",1,1,4,1,727,782
"4260",1,3,0,1,732,699
"4261",1,3,0,1,717,794
"4262",1,3,0,1,NA,NA
"4263",1,3,0,0,NA,NA
"4264",1,3,0,1,NA,NA
"4265",1,3,0,NA,555,658
"4266",1,2,0,1,NA,NA
"4267",1,2,0,1,NA,NA
"4268",1,2,0,1,NA,NA
"4269",1,2,0,NA,NA,NA
"4270",1,1,1,NA,NA,NA
"4271",1,3,0,NA,NA,NA
"4272",1,2,0,NA,NA,NA
"4273",1,2,0,1,NA,NA
"4274",1,3,0,1,707,718
"4275",2,1,4,NA,657,677
"4276",1,3,0,1,647,695
"4277",1,2,0,1,724,709
"4278",2,1,4,NA,NA,NA
"4279",1,3,0,1,649,750
"4280",1,3,0,NA,NA,NA
"4281",1,3,0,NA,NA,NA
"4282",1,3,2,1,785,760
"4283",1,2,0,1,739,836
"4284",1,1,4,1,738,785
"4285",2,1,1,1,NA,NA
"4286",2,2,0,NA,NA,NA
"4287",2,2,0,NA,NA,NA
"4288",1,1,1,0,NA,NA
"4289",2,3,0,NA,NA,NA
"4290",1,2,0,NA,NA,NA
"4291",1,2,2,1,707,669
"4292",2,2,0,1,NA,NA
"4293",2,1,3,1,684,674
"4294",2,1,2,NA,NA,NA
"4295",1,1,3,NA,NA,NA
"4296",2,3,0,NA,NA,NA
"4297",2,2,0,NA,NA,NA
"4298",2,1,1,NA,NA,NA
"4299",2,1,4,NA,NA,NA
"4300",1,2,0,0,NA,NA
"4301",2,3,0,1,NA,NA
"4302",2,2,0,NA,NA,NA
"4303",2,3,0,NA,NA,NA
"4304",2,1,4,1,739,741
"4305",2,3,0,NA,NA,NA
"4306",2,2,0,1,NA,NA
"4307",2,3,1,1,NA,NA
"4308",2,2,0,NA,NA,NA
"4309",2,1,1,NA,NA,NA
"4310",2,1,4,NA,711,663
"4311",2,2,0,1,727,750
"4312",2,3,0,0,NA,NA
"4313",2,1,1,1,NA,NA
"4314",1,2,0,1,NA,NA
"4315",2,2,0,1,NA,NA
"4316",2,2,0,NA,NA,NA
"4317",2,2,0,1,NA,NA
"4318",2,3,0,1,NA,NA
"4319",2,1,4,1,NA,NA
"4320",2,3,0,1,660,677
"4321",2,3,0,NA,NA,NA
"4322",2,3,0,NA,NA,NA
"4323",2,2,0,NA,NA,NA
"4324",2,1,3,NA,NA,NA
"4325",2,1,4,NA,NA,NA
"4326",2,2,0,1,NA,NA
"4327",2,1,4,NA,643,660
"4328",2,1,1,0,NA,NA
"4329",2,1,1,1,NA,NA
"4330",1,2,0,1,699,751
"4331",1,3,0,NA,NA,NA
"4332",1,2,0,NA,NA,NA
"4333",2,2,0,1,680,684
"4334",1,2,0,0,NA,NA
"4335",1,3,0,NA,NA,NA
"4336",1,3,0,NA,688,680
"4337",1,2,0,1,682,695
"4338",2,2,0,1,NA,NA
"4339",2,2,0,NA,NA,NA
"4340",1,2,1,1,684,755
"4341",1,2,0,0,NA,NA
"4342",1,1,4,1,715,696
"4343",1,2,0,NA,NA,NA
"4344",1,3,0,NA,NA,NA
"4345",1,3,0,NA,NA,NA
"4346",1,1,1,NA,NA,NA
"4347",1,2,0,1,696,712
"4348",1,1,4,NA,684,745
"4349",1,2,0,NA,NA,NA
"4350",1,2,0,1,724,690
"4351",1,2,0,NA,NA,NA
"4352",1,2,0,1,NA,NA
"4353",1,1,4,1,741,745
"4354",1,3,0,NA,NA,NA
"4355",1,2,0,1,705,652
"4356",1,3,0,1,653,700
"4357",1,1,4,1,697,731
"4358",1,2,2,1,725,763
"4359",1,3,3,1,726,781
"4360",1,1,1,NA,NA,NA
"4361",1,1,4,1,739,692
"4362",1,1,4,1,650,667
"4363",1,2,3,1,740,836
"4364",2,3,0,1,716,724
"4365",1,3,0,NA,694,752
"4366",1,1,4,1,758,782
"4367",1,3,0,1,630,706
"4368",1,3,0,1,705,750
"4369",1,3,0,1,NA,NA
"4370",2,3,0,NA,NA,NA
"4371",1,2,0,0,695,741
"4372",2,2,3,1,664,717
"4373",2,2,0,NA,NA,NA
"4374",1,2,0,NA,739,743
"4375",1,3,0,1,708,738
"4376",1,2,3,1,685,711
"4377",1,2,0,1,707,731
"4378",1,2,0,NA,NA,NA
"4379",1,2,0,NA,724,836
"4380",1,3,0,1,690,721
"4381",1,1,1,1,688,698
"4382",1,3,2,NA,725,760
"4383",1,2,0,1,716,682
"4384",1,2,0,1,NA,NA
"4385",1,3,0,1,652,680
"4386",1,2,2,NA,NA,NA
"4387",1,2,0,1,NA,NA
"4388",1,3,0,NA,NA,NA
"4389",2,3,0,NA,NA,NA
"4390",1,1,4,NA,725,740
"4391",1,3,0,0,641,695
"4392",1,1,2,1,NA,NA
"4393",1,1,1,1,NA,NA
"4394",1,3,0,0,NA,NA
"4395",1,2,0,NA,NA,NA
"4396",1,1,4,1,723,753
"4397",2,3,0,1,671,690
"4398",1,2,0,1,744,736
"4399",1,3,0,NA,NA,NA
"4400",1,1,1,NA,NA,NA
"4401",1,3,0,1,723,NA
"4402",1,2,0,NA,NA,NA
"4403",1,2,0,1,707,NA
"4404",1,3,0,1,NA,NA
"4405",1,3,0,1,NA,NA
"4406",1,3,0,NA,NA,NA
"4407",1,3,0,NA,NA,NA
"4408",1,1,2,1,NA,NA
"4409",1,2,1,1,NA,NA
"4410",1,1,1,0,NA,NA
"4411",1,1,1,NA,NA,NA
"4412",1,1,1,NA,NA,NA
"4413",1,2,0,1,NA,NA
"4414",1,1,1,1,NA,NA
"4415",2,3,0,NA,NA,NA
"4416",1,1,4,NA,663,663
"4417",1,3,0,1,701,836
"4418",1,2,0,1,NA,NA
"4419",1,1,4,1,736,726
"4420",1,2,0,NA,765,750
"4421",1,3,0,1,NA,NA
"4422",1,2,0,NA,NA,NA
"4423",1,2,2,1,758,836
"4424",1,2,0,1,NA,NA
"4425",1,2,0,1,678,745
"4426",1,1,4,1,669,655
"4427",1,3,0,1,NA,NA
"4428",2,1,3,NA,NA,NA
"4429",1,2,0,NA,NA,NA
"4430",2,2,0,1,653,708
"4431",1,2,0,NA,706,693
"4432",1,2,0,1,684,674
"4433",1,1,4,1,718,712
"4434",1,1,4,1,706,748
"4435",1,3,1,NA,NA,NA
"4436",1,2,0,NA,NA,NA
"4437",1,3,0,1,NA,NA
"4438",2,2,0,1,NA,NA
"4439",1,3,0,NA,NA,NA
"4440",1,2,0,NA,702,705
"4441",1,3,0,1,693,729
"4442",1,2,0,1,764,760
"4443",1,2,0,1,685,688
"4444",1,2,0,NA,NA,NA
"4445",1,1,2,1,NA,NA
"4446",1,3,0,1,NA,NA
"4447",1,1,2,NA,NA,NA
"4448",2,3,0,NA,NA,NA
"4449",1,3,0,NA,695,734
"4450",1,1,4,NA,688,639
"4451",1,3,0,NA,699,711
"4452",1,1,4,NA,626,662
"4453",1,1,1,NA,NA,NA
"4454",1,1,1,1,659,682
"4455",1,1,3,1,NA,NA
"4456",1,3,0,NA,NA,NA
"4457",1,3,0,1,NA,NA
"4458",1,1,1,NA,NA,NA
"4459",1,3,0,0,705,740
"4460",1,2,0,NA,NA,NA
"4461",1,2,0,1,720,836
"4462",2,2,0,0,739,725
"4463",1,2,0,NA,722,687
"4464",1,3,0,1,758,732
"4465",1,1,3,NA,NA,NA
"4466",1,3,0,NA,716,761
"4467",1,3,0,NA,NA,NA
"4468",1,3,0,NA,704,697
"4469",1,1,4,1,633,746
"4470",1,1,1,NA,NA,NA
"4471",1,2,0,1,724,745
"4472",2,3,0,1,NA,NA
"4473",1,2,0,NA,NA,NA
"4474",1,3,0,NA,715,784
"4475",1,3,0,1,NA,NA
"4476",1,3,3,1,710,763
"4477",1,3,0,NA,689,722
"4478",2,1,4,NA,NA,NA
"4479",1,1,1,NA,NA,NA
"4480",1,1,1,NA,NA,NA
"4481",2,1,2,NA,NA,NA
"4482",1,3,0,NA,NA,NA
"4483",1,1,1,NA,NA,NA
"4484",2,3,0,NA,NA,NA
"4485",1,1,1,NA,NA,NA
"4486",1,2,0,NA,NA,NA
"4487",1,2,0,NA,NA,NA
"4488",2,3,0,NA,NA,NA
"4489",1,3,0,NA,NA,NA
"4490",1,1,4,0,668,691
"4491",1,2,0,1,NA,NA
"4492",2,1,1,NA,NA,NA
"4493",1,1,1,NA,NA,NA
"4494",1,2,0,1,NA,NA
"4495",1,2,0,NA,NA,NA
"4496",2,1,1,NA,NA,NA
"4497",1,2,0,NA,NA,NA
"4498",1,3,2,1,NA,NA
"4499",2,3,2,NA,NA,NA
"4500",1,2,0,NA,NA,NA
"4501",2,2,0,NA,NA,NA
"4502",1,3,0,NA,NA,NA
"4503",1,3,0,NA,NA,NA
"4504",1,3,0,1,664,726
"4505",1,3,1,NA,NA,NA
"4506",1,2,0,1,NA,NA
"4507",1,1,3,1,NA,NA
"4508",1,3,0,1,NA,NA
"4509",1,2,0,1,683,679
"4510",1,1,4,NA,741,742
"4511",1,2,0,NA,NA,NA
"4512",1,3,0,NA,NA,NA
"4513",1,3,0,1,694,654
"4514",1,2,0,1,672,709
"4515",1,2,0,NA,NA,NA
"4516",1,1,4,1,726,676
"4517",1,3,0,1,702,674
"4518",2,1,4,0,709,713
"4519",1,2,0,NA,NA,NA
"4520",1,1,4,NA,689,836
"4521",1,1,2,NA,NA,NA
"4522",1,2,0,NA,696,725
"4523",1,2,0,1,724,794
"4524",1,3,1,NA,NA,NA
"4525",1,3,0,NA,765,836
"4526",1,2,0,1,741,836
"4527",1,3,0,NA,NA,NA
"4528",1,2,0,NA,NA,NA
"4529",1,2,0,NA,NA,NA
"4530",1,1,2,NA,NA,NA
"4531",1,1,1,NA,NA,NA
"4532",1,3,0,NA,712,733
"4533",1,2,0,1,721,701
"4534",1,3,0,1,NA,NA
"4535",1,1,2,NA,NA,NA
"4536",1,2,0,1,NA,NA
"4537",1,2,0,NA,NA,NA
"4538",1,3,0,NA,735,724
"4539",1,2,0,NA,690,724
"4540",1,3,0,1,NA,NA
"4541",1,2,0,1,702,681
"4542",1,2,1,1,705,731
"4543",1,3,0,1,740,657
"4544",1,3,0,1,769,736
"4545",2,3,0,1,NA,NA
"4546",1,1,4,1,698,778
"4547",1,1,3,NA,NA,NA
"4548",1,2,0,1,701,720
"4549",1,3,0,1,NA,NA
"4550",1,2,0,1,714,704
"4551",2,2,3,NA,740,528
"4552",1,3,1,1,715,715
"4553",1,2,0,1,741,694
"4554",1,2,0,NA,NA,NA
"4555",1,2,3,NA,744,750
"4556",1,1,3,0,NA,NA
"4557",2,2,3,1,707,676
"4558",1,1,4,1,743,767
"4559",2,1,2,1,NA,NA
"4560",1,2,0,NA,NA,NA
"4561",1,2,0,NA,758,721
"4562",1,3,0,1,688,737
"4563",1,2,0,1,686,736
"4564",1,1,3,1,NA,NA
"4565",2,1,3,0,NA,NA
"4566",1,1,4,1,767,785
"4567",1,2,0,1,NA,NA
"4568",1,2,0,1,678,703
"4569",1,3,0,1,740,714
"4570",1,3,0,NA,NA,NA
"4571",1,3,0,NA,NA,NA
"4572",1,3,0,NA,701,726
"4573",1,2,0,0,NA,NA
"4574",2,2,1,NA,NA,NA
"4575",2,2,0,0,NA,NA
"4576",2,2,0,NA,NA,NA
"4577",2,2,0,NA,NA,NA
"4578",2,1,1,NA,NA,NA
"4579",2,1,2,NA,NA,NA
"4580",1,3,0,NA,NA,NA
"4581",1,2,1,1,NA,NA
"4582",2,3,2,1,NA,NA
"4583",2,3,0,1,NA,NA
"4584",1,1,4,1,702,721
"4585",2,3,0,NA,NA,NA
"4586",2,3,0,NA,NA,NA
"4587",2,1,1,NA,NA,NA
"4588",1,1,4,NA,683,617
"4589",1,3,0,NA,NA,NA
"4590",2,2,0,NA,NA,NA
"4591",1,3,1,1,741,728
"4592",2,2,0,NA,NA,NA
"4593",2,3,0,NA,NA,NA
"4594",2,1,4,1,NA,NA
"4595",2,2,0,NA,NA,NA
"4596",1,3,0,0,NA,NA
"4597",2,3,1,NA,NA,NA
"4598",2,1,2,1,NA,NA
"4599",2,1,1,NA,NA,NA
"4600",2,2,0,1,NA,NA
"4601",2,3,0,0,NA,NA
"4602",2,2,0,NA,NA,NA
"4603",2,3,0,0,NA,NA
"4604",2,2,0,NA,NA,NA
"4605",1,2,0,NA,NA,NA
"4606",2,1,4,1,740,731
"4607",1,2,0,NA,NA,NA
"4608",2,1,1,NA,NA,NA
"4609",2,3,0,NA,696,668
"4610",2,3,0,1,741,679
"4611",2,3,0,NA,NA,NA
"4612",2,3,0,NA,625,528
"4613",2,1,3,0,NA,NA
"4614",2,1,4,0,694,706
"4615",2,1,1,NA,NA,NA
"4616",2,2,0,NA,NA,NA
"4617",2,3,0,1,NA,NA
"4618",2,3,3,NA,704,697
"4619",2,1,1,1,NA,NA
"4620",2,3,2,NA,NA,NA
"4621",1,2,1,1,707,785
"4622",1,1,4,1,717,716
"4623",1,3,0,NA,NA,NA
"4624",1,2,0,1,701,778
"4625",1,3,0,NA,NA,NA
"4626",1,2,0,1,NA,NA
"4627",1,2,0,NA,NA,NA
"4628",1,2,2,NA,NA,NA
"4629",1,2,0,1,720,741
"4630",1,3,0,1,758,794
"4631",1,2,0,NA,653,617
"4632",2,3,0,NA,NA,NA
"4633",1,2,0,NA,726,738
"4634",1,3,0,0,NA,NA
"4635",1,1,3,NA,NA,NA
"4636",1,2,0,1,NA,NA
"4637",1,2,0,NA,715,728
"4638",1,1,1,1,NA,NA
"4639",1,2,0,NA,NA,NA
"4640",1,3,1,1,NA,NA
"4641",1,3,0,NA,NA,NA
"4642",1,3,0,NA,696,649
"4643",1,3,0,NA,NA,NA
"4644",1,3,0,1,671,702
"4645",1,2,0,1,NA,NA
"4646",1,3,0,NA,NA,NA
"4647",1,3,0,1,NA,NA
"4648",1,3,0,1,707,724
"4649",1,3,0,1,744,731
"4650",1,3,0,1,NA,NA
"4651",1,2,0,1,721,738
"4652",1,3,0,1,703,635
"4653",1,2,0,0,582,560
"4654",1,3,0,0,608,673
"4655",1,1,2,NA,NA,NA
"4656",1,1,4,NA,529,667
"4657",1,2,0,NA,NA,NA
"4658",1,2,0,0,716,680
"4659",1,1,1,0,NA,NA
"4660",1,2,0,0,722,700
"4661",1,1,2,1,728,712
"4662",1,1,4,1,718,836
"4663",1,2,0,NA,NA,NA
"4664",1,3,1,NA,NA,NA
"4665",1,2,0,NA,691,697
"4666",1,3,0,NA,NA,NA
"4667",1,3,0,1,NA,NA
"4668",1,3,0,NA,683,705
"4669",1,3,2,1,NA,NA
"4670",1,2,0,NA,NA,NA
"4671",1,1,4,1,NA,NA
"4672",1,2,0,0,NA,NA
"4673",1,3,0,NA,NA,NA
"4674",1,2,0,NA,NA,NA
"4675",1,1,2,1,NA,NA
"4676",1,2,3,0,688,739
"4677",1,2,3,1,704,681
"4678",1,2,0,NA,NA,NA
"4679",1,2,0,NA,NA,NA
"4680",1,2,2,1,698,741
"4681",1,3,1,1,679,715
"4682",2,1,4,NA,674,667
"4683",2,1,3,NA,NA,NA
"4684",2,1,1,NA,NA,NA
"4685",2,2,0,NA,NA,NA
"4686",1,3,0,NA,NA,NA
"4687",2,2,0,NA,NA,NA
"4688",1,2,0,NA,670,707
"4689",2,3,0,NA,NA,NA
"4690",2,3,0,NA,NA,NA
"4691",2,2,0,NA,NA,NA
"4692",1,3,0,1,NA,NA
"4693",2,1,3,NA,NA,NA
"4694",2,2,0,NA,NA,NA
"4695",2,2,0,1,NA,NA
"4696",2,1,1,NA,NA,NA
"4697",2,1,4,NA,NA,NA
"4698",2,2,0,NA,NA,NA
"4699",2,3,0,NA,NA,NA
"4700",1,1,1,NA,NA,NA
"4701",2,3,0,NA,NA,NA
"4702",2,3,0,NA,NA,NA
"4703",2,1,1,NA,NA,NA
"4704",2,2,0,NA,NA,NA
"4705",2,3,0,NA,NA,NA
"4706",2,3,3,1,667,622
"4707",2,3,0,1,NA,NA
"4708",1,1,4,1,648,700
"4709",1,2,0,NA,NA,NA
"4710",1,3,3,1,NA,NA
"4711",1,3,0,NA,NA,NA
"4712",1,2,0,NA,672,690
"4713",1,3,0,0,703,734
"4714",1,3,0,1,700,735
"4715",1,1,4,NA,NA,NA
"4716",1,1,2,NA,NA,NA
"4717",1,2,0,NA,718,782
"4718",1,1,2,NA,NA,NA
"4719",2,1,2,NA,NA,NA
"4720",1,3,0,NA,NA,NA
"4721",1,2,0,NA,NA,NA
"4722",1,3,0,NA,670,683
"4723",1,1,4,1,717,705
"4724",1,1,4,1,714,NA
"4725",1,2,1,1,735,736
"4726",1,1,1,NA,NA,NA
"4727",1,2,0,1,687,725
"4728",1,3,0,1,723,756
"4729",1,1,2,NA,NA,NA
"4730",2,1,4,1,821,741
"4731",1,3,0,NA,NA,NA
"4732",2,3,0,1,NA,NA
"4733",2,3,0,1,NA,NA
"4734",2,1,1,NA,709,756
"4735",2,3,1,1,NA,NA
"4736",2,2,0,1,NA,NA
"4737",2,1,1,NA,NA,NA
"4738",2,2,0,0,NA,NA
"4739",2,3,0,1,NA,NA
"4740",2,1,4,NA,NA,NA
"4741",2,3,0,NA,NA,NA
"4742",2,3,3,1,NA,NA
"4743",1,2,0,NA,NA,NA
"4744",2,3,0,1,NA,NA
"4745",2,3,0,NA,NA,NA
"4746",1,1,3,1,724,745
"4747",1,1,4,1,NA,NA
"4748",2,2,0,NA,NA,NA
"4749",2,1,2,NA,NA,NA
"4750",2,2,0,NA,NA,NA
"4751",2,2,1,NA,NA,NA
"4752",2,2,0,NA,NA,NA
"4753",2,2,0,NA,NA,NA
"4754",2,1,4,1,NA,NA
"4755",2,2,0,1,NA,NA
"4756",2,3,0,NA,NA,NA
"4757",2,3,0,NA,NA,NA
"4758",2,2,0,NA,NA,NA
"4759",1,2,0,1,694,698
"4760",1,2,0,NA,NA,NA
"4761",2,2,0,0,NA,NA
"4762",1,3,0,1,705,687
"4763",2,2,0,NA,NA,NA
"4764",2,3,0,NA,NA,NA
"4765",2,3,0,1,NA,NA
"4766",2,2,0,1,NA,NA
"4767",2,2,1,1,NA,NA
"4768",2,2,0,0,NA,NA
"4769",2,1,3,1,NA,NA
"4770",2,3,0,1,NA,NA
"4771",2,2,0,NA,696,700
"4772",1,1,4,1,726,696
"4773",2,3,0,NA,NA,NA
"4774",1,2,0,NA,NA,NA
"4775",1,2,0,NA,697,665
"4776",2,3,0,NA,NA,NA
"4777",2,3,0,NA,NA,NA
"4778",2,1,4,NA,NA,NA
"4779",2,3,0,1,NA,NA
"4780",2,2,0,NA,NA,NA
"4781",2,2,0,NA,NA,NA
"4782",2,3,0,NA,NA,NA
"4783",2,2,0,1,697,684
"4784",2,2,0,NA,NA,NA
"4785",1,2,0,NA,NA,NA
"4786",2,3,3,1,689,672
"4787",2,1,3,NA,NA,NA
"4788",1,1,4,NA,634,687
"4789",2,3,0,0,NA,NA
"4790",2,3,0,NA,NA,NA
"4791",2,1,1,NA,NA,NA
"4792",2,1,4,1,821,754
"4793",2,2,0,1,710,696
"4794",2,3,0,NA,669,642
"4795",2,1,2,1,NA,NA
"4796",2,2,0,NA,NA,NA
"4797",2,3,2,1,NA,NA
"4798",2,2,0,NA,NA,NA
"4799",1,2,0,NA,NA,NA
"4800",1,3,0,0,667,674
